date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:44:31	15753/15753	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Sep%202025%2004:55:18%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/elementor/css/post-17.css?ver=1757566518	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/elementor/css/post-178af3.css	(from https://themes.webswaala.com/CMS/WW74/about/)
16:44:32	29495/29495	---MCZ	200	added ('OK')	application/json	date:Sat,%2004%20Oct%202025%2019:44:32%20GMT	https://themes.webswaala.com/CMS/WW74/wp-json/wp/v2/pages/17	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-json/wp/v2/pages/17.json	(from https://themes.webswaala.com/CMS/WW74/about/)
16:44:33	2260/2260	---M-Z	200	added ('OK')	application/json	date:Sat,%2004%20Oct%202025%2019:44:33%20GMT	https://themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.webswaala.com%2FCMS%2FWW74%2Fabout%2F	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embed98cd.json	(from https://themes.webswaala.com/CMS/WW74/about/)
16:44:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Oct%202025%2019:44:34%20GMT	https://themes.webswaala.com/CMS/WW74/?p=17	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/indexd8eb.html	(from https://themes.webswaala.com/CMS/WW74/about/)
16:44:35	2448/2448	---M-Z	200	added ('OK')	text/xml	date:Sat,%2004%20Oct%202025%2019:44:35%20GMT	https://themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.webswaala.com%2FCMS%2FWW74%2Fabout%2F&format=xml	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embede1f2	(from https://themes.webswaala.com/CMS/WW74/about/)
16:44:37	105369/105369	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Oct%202025%2019:44:37%20GMT	https://themes.webswaala.com/CMS/WW74/about/revslider/revslider.php	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/about/revslider/revslider.php	(from https://themes.webswaala.com/CMS/WW74/about/)
16:44:38	105369/105369	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Oct%202025%2019:44:38%20GMT	https://themes.webswaala.com/CMS/WW74/about/${e?.bg?.image.src}	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/about/${e1d2c	(from https://themes.webswaala.com/CMS/WW74/about/)
16:44:39	116345/116345	---M-Z	200	added ('OK')	text/css	date:Tue,%2008%20Jul%202025%2007:32:48%20GMT	https://themes.webswaala.com/CMS/WW74/wp-includes/css/dist/block-library/style.min.css?ver=6.8.3	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-includes/css/dist/block-library/style.min32d4.css	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:40	749/749	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Sep%202025%2008:45:38%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/themes/thewebs/assets/css/sidebar.min.css?ver=1.1.40	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/themes/thewebs/assets/css/sidebar.min1cbb.css	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:42	105369/105369	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Oct%202025%2019:44:41%20GMT	https://themes.webswaala.com/CMS/WW74/blog/revslider/revslider.php	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/blog/revslider/revslider.php	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:43	105369/105369	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Oct%202025%2019:44:43%20GMT	https://themes.webswaala.com/CMS/WW74/blog/${e?.bg?.image.src}	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/blog/${e1d2c	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:44	30334/30334	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2008:51:42%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-06-768x280.jpg	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-06-768x280.jpg	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:46	37887/37887	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2008:51:42%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-05-768x280.jpg	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-05-768x280.jpg	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:46	30601/30601	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2008:51:41%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-04-768x280.jpg	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-04-768x280.jpg	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:46	26717/26717	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2008:51:40%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-03-768x280.jpg	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-03-768x280.jpg	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:47	49061/49061	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2008:51:44%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-02-768x280.jpg	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-02-768x280.jpg	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:47	5944/5944	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2008:51:42%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-06-150x150.jpg	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-06-150x150.jpg	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:47	5399/5399	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2008:51:42%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-05-150x150.jpg	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-05-150x150.jpg	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:48	6192/6192	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Sep%202025%2008:51:41%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-04-150x150.jpg	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/2024/08/blog-04-150x150.jpg	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:48	22792/22792	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2004%20Sep%202025%2008:46:45%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/thewebs-pro/dist/infinite-scroll/infinite-scroll.min.js?ver=1.0.9	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/thewebs-pro/dist/infinite-scroll/infinite-scroll.mincb18.js	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:49	1210/1210	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2004%20Sep%202025%2008:46:45%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/thewebs-pro/dist/infinite-scroll/src/infinite-scroll-events.js?ver=1.0.9	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/thewebs-pro/dist/infinite-scroll/src/infinite-scroll-eventscb18.js	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:50	115563/115563	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Oct%202025%2019:44:49%20GMT	https://themes.webswaala.com/CMS/WW74/blog/page/2/	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/blog/page/2/index.html	(from https://themes.webswaala.com/CMS/WW74/blog/)
16:44:50	5150/5150	---M-Z	200	added ('OK')	text/css	date:Wed,%2010%20Sep%202025%2010:41:22%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.31.5	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/elementor/assets/css/widget-social-icons.min66bc.css	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:44:50	7025/7025	---M-Z	200	added ('OK')	text/css	date:Wed,%2010%20Sep%202025%2011:01:45%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/elementor/css/custom-apple-webkit.min.css?ver=1757502105	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/elementor/css/custom-apple-webkit.min7cf1.css	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:44:51	115844/115844	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Sep%202025%2008:46:41%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/metform/public/assets/css/metform-ui.css?ver=4.0.6	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/metform/public/assets/css/metform-ui8603.css	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:44:51	26368/26368	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Sep%202025%2008:46:41%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/metform/public/assets/css/style.css?ver=4.0.6	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/metform/public/assets/css/style8603.css	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:44:52	301/301	---M-Z	200	added ('OK')	text/css	date:Wed,%2010%20Sep%202025%2010:41:22%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?ver=3.31.5	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/elementor/assets/css/widget-google_maps.min66bc.css	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:44:52	9623/9623	---M-Z	200	added ('OK')	text/css	date:Sun,%2014%20Sep%202025%2004:00:49%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/elementor/css/post-20.css?ver=1757822449	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/elementor/css/post-2064ce.css	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:44:53	27751/27751	---MCZ	200	added ('OK')	application/json	date:Sat,%2004%20Oct%202025%2019:44:54%20GMT	https://themes.webswaala.com/CMS/WW74/wp-json/wp/v2/pages/20	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-json/wp/v2/pages/20.json	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:44:55	2270/2270	---M-Z	200	added ('OK')	application/json	date:Sat,%2004%20Oct%202025%2019:44:55%20GMT	https://themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.webswaala.com%2FCMS%2FWW74%2Fcontact%2F	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embedc3a2.json	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:44:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Oct%202025%2019:44:55%20GMT	https://themes.webswaala.com/CMS/WW74/?p=20	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/index341b.html	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:44:57	2458/2458	---M-Z	200	added ('OK')	text/xml	date:Sat,%2004%20Oct%202025%2019:44:57%20GMT	https://themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.webswaala.com%2FCMS%2FWW74%2Fcontact%2F&format=xml	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embed12a8	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:44:59	105369/105369	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Oct%202025%2019:44:59%20GMT	https://themes.webswaala.com/CMS/WW74/contact/revslider/revslider.php	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/contact/revslider/revslider.php	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:45:01	105369/105369	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Oct%202025%2019:45:00%20GMT	https://themes.webswaala.com/CMS/WW74/contact/${e?.bg?.image.src}	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/contact/${e1d2c	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:45:01	63054/63054	---M-Z	200	added ('OK')	text/css	date:Sun,%2014%20Sep%202025%2004:00:49%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/uploads/elementor/css/post-304.css?ver=1757822449	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/uploads/elementor/css/post-30464ce.css	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:45:01	1264/1264	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2004%20Sep%202025%2008:46:41%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/metform/public/assets/js/htm.js?ver=4.0.6	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/metform/public/assets/js/htm8603.js	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:45:02	10628/10628	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2022%20Jul%202024%2004:32:16%20GMT	https://themes.webswaala.com/CMS/WW74/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1.1	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-includes/js/dist/vendor/react.mine1ab.js	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:45:03	128946/128946	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2013%20Dec%202024%2013:36:24%20GMT	https://themes.webswaala.com/CMS/WW74/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.3.1.1	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-includes/js/dist/vendor/react-dom.mine1ab.js	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:45:03	1000/1000	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2031%20Jan%202024%2007:29:56%20GMT	https://themes.webswaala.com/CMS/WW74/wp-includes/js/dist/escape-html.min.js?ver=6561a406d2d232a6fbd2	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-includes/js/dist/escape-html.min3a9d.js	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:45:03	11968/11968	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2013%20Dec%202024%2013:36:24%20GMT	https://themes.webswaala.com/CMS/WW74/wp-includes/js/dist/element.min.js?ver=a4eeeadd23c0d7ab1d2d	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-includes/js/dist/element.minfa0f.js	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:45:05	604994/604994	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2004%20Sep%202025%2008:46:41%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/metform/public/assets/js/app.js?ver=4.0.6	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/metform/public/assets/js/app8603.js	(from https://themes.webswaala.com/CMS/WW74/contact/)
16:45:06	117372/117372	---M--	200	added ('OK')	font/woff2	date:Thu,%2004%20Sep%202025%2009:02:19%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-brands-400.woff2	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-brands-400.woff2	(from https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fontawesome-all.min.css)
16:45:06	25452/25452	---M--	200	added ('OK')	font/woff2	date:Thu,%2004%20Sep%202025%2009:02:19%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-regular-400.woff2	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-regular-400.woff2	(from https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fontawesome-all.min.css)
16:45:07	68004/68004	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Sep%202025%2009:02:19%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-regular-400.ttf	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-regular-400.ttf	(from https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fontawesome-all.min.css)
16:45:07	207972/207972	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Sep%202025%2009:02:19%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-brands-400.ttf	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-brands-400.ttf	(from https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fontawesome-all.min.css)
16:45:08	156496/156496	---M--	200	added ('OK')	font/woff2	date:Thu,%2004%20Sep%202025%2009:02:19%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-solid-900.woff2	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-solid-900.woff2	(from https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fontawesome-all.min.css)
16:45:08	4792/4792	---M--	200	added ('OK')	font/woff2	date:Thu,%2004%20Sep%202025%2009:02:19%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-v4compatibility.woff2	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-v4compatibility.woff2	(from https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fontawesome-all.min.css)
16:45:08	419720/419720	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Sep%202025%2009:02:19%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-solid-900.ttf	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-solid-900.ttf	(from https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fontawesome-all.min.css)
16:45:08	10832/10832	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Sep%202025%2009:02:19%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-v4compatibility.ttf	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fa-v4compatibility.ttf	(from https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/font-awesome6/fontawesome-all.min.css)
16:45:10	105369/105369	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Oct%202025%2019:45:10%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/owl-carousel-new/assets/owl.video.play.png	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/owl-carousel-new/assets/owl.video.play.png	(from https://themes.webswaala.com/CMS/WW74/wp-content/plugins/unlimited-for-elementor-premium/assets_libraries/owl-carousel-new/assets/owl.carousel.css)
16:45:11	5759/5759	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Sep%202025%2008:45:38%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/themes/thewebs/assets/css/comments.min.css?ver=1.1.40	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/themes/thewebs/assets/css/comments.min1cbb.css	(from https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/)
16:45:11	894/894	---M-Z	200	added ('OK')	application/rss+xml	etag:%223aae8f14abd231e2f6ceb021d709b945%22	https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/feed/	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/feed/index.html	(from https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/)
16:45:12	6488/6488	---M-Z	200	added ('OK')	application/json	date:Sat,%2004%20Oct%202025%2019:45:12%20GMT	https://themes.webswaala.com/CMS/WW74/wp-json/wp/v2/posts/147	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-json/wp/v2/posts/147.json	(from https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/)
16:45:13	2503/2503	---M-Z	200	added ('OK')	application/json	date:Sat,%2004%20Oct%202025%2019:45:13%20GMT	https://themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.webswaala.com%2FCMS%2FWW74%2F2024%2F08%2F07%2Ffemale-firefighter-in-protective-uniform-standing%2F	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embed95c0.json	(from https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/)
16:45:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Oct%202025%2019:45:14%20GMT	https://themes.webswaala.com/CMS/WW74/?p=147	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/index2fa7.html	(from https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/)
16:45:15	2685/2685	---M-Z	200	added ('OK')	text/xml	date:Sat,%2004%20Oct%202025%2019:45:16%20GMT	https://themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.webswaala.com%2FCMS%2FWW74%2F2024%2F08%2F07%2Ffemale-firefighter-in-protective-uniform-standing%2F&format=xml	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-json/oembed/1.0/embed9044	(from https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/)
16:45:16	42/42	---M-Z	405	error ('Method%20Not%20Allowed')	text/plain	date:Sat,%2004%20Oct%202025%2019:45:16%20GMT	https://themes.webswaala.com/CMS/WW74/xmlrpc.php	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/xmlrpc.php	(from https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/)
16:45:18	105369/105369	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Oct%202025%2019:45:17%20GMT	https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/revslider/revslider.php	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/revslider/revslider.php	(from https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/)
16:45:19	105369/105369	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Oct%202025%2019:45:19%20GMT	https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/${e?.bg?.image.src}	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/${e1d2c	(from https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/)
16:45:20	4233/4233	---M--	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2008:52:53%20GMT	https://themes.webswaala.com/CMS/WW74/wp-content/gravatars/7932b2e116b076a54f452848eaabd5857f61bd957fe8a218faf216f24c9885bb	D:/treinamento-brigada-incendio/treinamento-brigada-incendio/themes.webswaala.com/CMS/WW74/wp-content/gravatars/7932b2e116b076a54f452848eaabd5857f61bd957fe8a218faf216f24c9885bb.html	(from https://themes.webswaala.com/CMS/WW74/2024/08/07/female-firefighter-in-protective-uniform-standing/)
